Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 27. September 2009;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt.;
Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;DIE LINKE;FDP;GRÜNE;NPD;MLPD;REP;PIRATEN;Einzelbewerber;
A;59;Ostvorpommern;5919;Lubmin;13059039;Katzow;2;2;532;335;63,0;1;3;332;35;125;116;22;7;21;x;x;x;6;
P;59;Ostvorpommern;5919;Lubmin;13059039;Katzow;2;2;532;335;63,0;1;0,9;99,1;10,5;37,7;34,9;6,6;2,1;6,3;x;x;x;1,8;
A;59;Ostvorpommern;5919;Lubmin;13059039;Katzow;2;2;532;335;63,0;2;3;332;28;103;125;42;6;17;0;3;8;x;
P;59;Ostvorpommern;5919;Lubmin;13059039;Katzow;2;2;532;335;63,0;2;0,9;99,1;8,4;31,0;37,7;12,7;1,8;5,1;0,0;0,9;2,4;x;
A;59;Ostvorpommern;5919;Lubmin;13059040;Kemnitz;2;2;988;568;57,5;1;12;556;37;285;153;42;14;16;x;x;x;9;
P;59;Ostvorpommern;5919;Lubmin;13059040;Kemnitz;2;2;988;568;57,5;1;2,1;97,9;6,7;51,3;27,5;7,6;2,5;2,9;x;x;x;1,6;
A;59;Ostvorpommern;5919;Lubmin;13059040;Kemnitz;2;2;988;568;57,5;2;12;556;36;251;143;80;17;18;0;1;10;x;
P;59;Ostvorpommern;5919;Lubmin;13059040;Kemnitz;2;2;988;568;57,5;2;2,1;97,9;6,5;45,1;25,7;14,4;3,1;3,2;0,0;0,2;1,8;x;
A;59;Ostvorpommern;5919;Lubmin;13059046;Kröslin;2;2;1631;915;56,1;1;29;886;77;404;193;99;25;69;x;x;x;19;
P;59;Ostvorpommern;5919;Lubmin;13059046;Kröslin;2;2;1631;915;56,1;1;3,2;96,8;8,7;45,6;21,8;11,2;2,8;7,8;x;x;x;2,1;
A;59;Ostvorpommern;5919;Lubmin;13059046;Kröslin;2;2;1631;915;56,1;2;26;889;72;368;193;127;32;67;2;5;23;x;
P;59;Ostvorpommern;5919;Lubmin;13059046;Kröslin;2;2;1631;915;56,1;2;2,8;97,2;8,1;41,4;21,7;14,3;3,6;7,5;0,2;0,6;2,6;x;
A;59;Ostvorpommern;5919;Lubmin;13059053;Loissin;3;3;733;434;59,2;1;11;423;33;225;91;36;15;17;x;x;x;6;
P;59;Ostvorpommern;5919;Lubmin;13059053;Loissin;3;3;733;434;59,2;1;2,5;97,5;7,8;53,2;21,5;8,5;3,5;4,0;x;x;x;1,4;
A;59;Ostvorpommern;5919;Lubmin;13059053;Loissin;3;3;733;434;59,2;2;15;419;41;208;84;45;16;15;0;1;9;x;
P;59;Ostvorpommern;5919;Lubmin;13059053;Loissin;3;3;733;434;59,2;2;3,5;96,5;9,8;49,6;20,0;10,7;3,8;3,6;0,0;0,2;2,1;x;
A;59;Ostvorpommern;5919;Lubmin;13059055;Lubmin;1;1;1771;1070;60,4;1;15;1055;98;484;282;85;50;37;x;x;x;19;
P;59;Ostvorpommern;5919;Lubmin;13059055;Lubmin;1;1;1771;1070;60,4;1;1,4;98,6;9,3;45,9;26,7;8,1;4,7;3,5;x;x;x;1,8;
A;59;Ostvorpommern;5919;Lubmin;13059055;Lubmin;1;1;1771;1070;60,4;2;17;1053;112;393;270;122;83;42;2;2;27;x;
P;59;Ostvorpommern;5919;Lubmin;13059055;Lubmin;1;1;1771;1070;60,4;2;1,6;98,4;10,6;37,3;25,6;11,6;7,9;4,0;0,2;0,2;2,6;x;
A;59;Ostvorpommern;5919;Lubmin;13059069;Neu Boltenhagen;1;1;533;275;51,6;1;1;274;15;145;63;17;9;21;x;x;x;4;
P;59;Ostvorpommern;5919;Lubmin;13059069;Neu Boltenhagen;1;1;533;275;51,6;1;0,4;99,6;5,5;52,9;23,0;6,2;3,3;7,7;x;x;x;1,5;
A;59;Ostvorpommern;5919;Lubmin;13059069;Neu Boltenhagen;1;1;533;275;51,6;2;1;274;15;122;67;36;8;19;0;2;5;x;
P;59;Ostvorpommern;5919;Lubmin;13059069;Neu Boltenhagen;1;1;533;275;51,6;2;0,4;99,6;5,5;44,5;24,5;13,1;2,9;6,9;0,0;0,7;1,8;x;
A;59;Ostvorpommern;5919;Lubmin;13059085;Rubenow;1;1;695;387;55,7;1;10;377;36;176;79;46;11;29;x;x;x;0;
P;59;Ostvorpommern;5919;Lubmin;13059085;Rubenow;1;1;695;387;55,7;1;2,6;97,4;9,5;46,7;21,0;12,2;2,9;7,7;x;x;x;0,0;
A;59;Ostvorpommern;5919;Lubmin;13059085;Rubenow;1;1;695;387;55,7;2;11;376;36;147;84;61;12;30;0;2;4;x;
P;59;Ostvorpommern;5919;Lubmin;13059085;Rubenow;1;1;695;387;55,7;2;2,8;97,2;9,6;39,1;22,3;16,2;3,2;8,0;0,0;0,5;1,1;x;
A;59;Ostvorpommern;5919;Lubmin;13059103;Wusterhusen;3;3;1069;632;59,1;1;13;619;45;330;162;35;18;23;x;x;x;6;
P;59;Ostvorpommern;5919;Lubmin;13059103;Wusterhusen;3;3;1069;632;59,1;1;2,1;97,9;7,3;53,3;26,2;5,7;2,9;3,7;x;x;x;1,0;
A;59;Ostvorpommern;5919;Lubmin;13059103;Wusterhusen;3;3;1069;632;59,1;2;12;620;50;275;190;55;14;19;0;0;17;x;
P;59;Ostvorpommern;5919;Lubmin;13059103;Wusterhusen;3;3;1069;632;59,1;2;1,9;98,1;8,1;44,4;30,6;8,9;2,3;3,1;0,0;0,0;2,7;x;
A;59;Ostvorpommern;5919;Lubmin;13059719;Briefwahl Lubmin;1;1;0;812;0,0;1;12;800;84;380;180;73;48;18;x;x;x;17;
P;59;Ostvorpommern;5919;Lubmin;13059719;Briefwahl Lubmin;1;1;0;812;0,0;1;1,5;98,5;10,5;47,5;22,5;9,1;6,0;2,3;x;x;x;2,1;
A;59;Ostvorpommern;5919;Lubmin;13059719;Briefwahl Lubmin;1;1;0;812;0,0;2;12;800;70;357;210;81;42;15;3;3;19;x;
P;59;Ostvorpommern;5919;Lubmin;13059719;Briefwahl Lubmin;1;1;0;812;0,0;2;1,5;98,5;8,8;44,6;26,3;10,1;5,3;1,9;0,4;0,4;2,4;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059012;Buddenhagen;1;1;392;213;54,3;1;3;210;28;75;73;17;11;5;x;x;x;1;
P;59;Ostvorpommern;5922;Am Peenestrom;13059012;Buddenhagen;1;1;392;213;54,3;1;1,4;98,6;13,3;35,7;34,8;8,1;5,2;2,4;x;x;x;0,5;
A;59;Ostvorpommern;5922;Am Peenestrom;13059012;Buddenhagen;1;1;392;213;54,3;2;5;208;24;75;71;21;8;6;0;0;3;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059012;Buddenhagen;1;1;392;213;54,3;2;2,3;97,7;11,5;36,1;34,1;10,1;3,8;2,9;0,0;0,0;1,4;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059014;Buggenhagen;1;1;213;109;51,2;1;2;107;4;29;49;5;9;6;x;x;x;5;
P;59;Ostvorpommern;5922;Am Peenestrom;13059014;Buggenhagen;1;1;213;109;51,2;1;1,8;98,2;3,7;27,1;45,8;4,7;8,4;5,6;x;x;x;4,7;
A;59;Ostvorpommern;5922;Am Peenestrom;13059014;Buggenhagen;1;1;213;109;51,2;2;5;104;5;29;49;4;10;7;0;0;0;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059014;Buggenhagen;1;1;213;109;51,2;2;4,6;95,4;4,8;27,9;47,1;3,8;9,6;6,7;0,0;0,0;0,0;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059032;Hohendorf;1;1;838;456;54,4;1;6;450;52;167;160;28;9;29;x;x;x;5;
P;59;Ostvorpommern;5922;Am Peenestrom;13059032;Hohendorf;1;1;838;456;54,4;1;1,3;98,7;11,6;37,1;35,6;6,2;2,0;6,4;x;x;x;1,1;
A;59;Ostvorpommern;5922;Am Peenestrom;13059032;Hohendorf;1;1;838;456;54,4;2;5;451;41;161;159;48;12;23;0;1;6;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059032;Hohendorf;1;1;838;456;54,4;2;1,1;98,9;9,1;35,7;35,3;10,6;2,7;5,1;0,0;0,2;1,3;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059047;Krummin;1;1;241;139;57,7;1;3;136;18;51;31;20;6;10;x;x;x;0;
P;59;Ostvorpommern;5922;Am Peenestrom;13059047;Krummin;1;1;241;139;57,7;1;2,2;97,8;13,2;37,5;22,8;14,7;4,4;7,4;x;x;x;0,0;
A;59;Ostvorpommern;5922;Am Peenestrom;13059047;Krummin;1;1;241;139;57,7;2;3;136;12;55;35;17;5;9;0;0;3;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059047;Krummin;1;1;241;139;57,7;2;2,2;97,8;8,8;40,4;25,7;12,5;3,7;6,6;0,0;0,0;2,2;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059049;Lassan, Stadt;2;2;1445;733;50,7;1;18;715;72;290;185;49;15;75;x;x;x;29;
P;59;Ostvorpommern;5922;Am Peenestrom;13059049;Lassan, Stadt;2;2;1445;733;50,7;1;2,5;97,5;10,1;40,6;25,9;6,9;2,1;10,5;x;x;x;4,1;
A;59;Ostvorpommern;5922;Am Peenestrom;13059049;Lassan, Stadt;2;2;1445;733;50,7;2;23;710;68;267;188;53;31;88;3;0;12;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059049;Lassan, Stadt;2;2;1445;733;50,7;2;3,1;96,9;9,6;37,6;26,5;7,5;4,4;12,4;0,4;0,0;1,7;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059059;Lütow;1;1;320;138;43,1;1;7;131;22;48;36;7;5;11;x;x;x;2;
P;59;Ostvorpommern;5922;Am Peenestrom;13059059;Lütow;1;1;320;138;43,1;1;5,1;94,9;16,8;36,6;27,5;5,3;3,8;8,4;x;x;x;1,5;
A;59;Ostvorpommern;5922;Am Peenestrom;13059059;Lütow;1;1;320;138;43,1;2;8;130;17;40;34;20;6;10;0;1;2;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059059;Lütow;1;1;320;138;43,1;2;5,8;94,2;13,1;30,8;26,2;15,4;4,6;7,7;0,0;0,8;1,5;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059088;Sauzin;1;1;356;201;56,5;1;6;195;15;106;42;14;6;8;x;x;x;4;
P;59;Ostvorpommern;5922;Am Peenestrom;13059088;Sauzin;1;1;356;201;56,5;1;3,0;97,0;7,7;54,4;21,5;7,2;3,1;4,1;x;x;x;2,1;
A;59;Ostvorpommern;5922;Am Peenestrom;13059088;Sauzin;1;1;356;201;56,5;2;1;200;14;87;48;30;8;6;1;3;3;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059088;Sauzin;1;1;356;201;56,5;2;0,5;99,5;7,0;43,5;24,0;15,0;4,0;3,0;0,5;1,5;1,5;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059101;Wolgast, Stadt;9;9;9870;4643;47,0;1;107;4536;687;1507;1608;283;131;270;x;x;x;50;
P;59;Ostvorpommern;5922;Am Peenestrom;13059101;Wolgast, Stadt;9;9;9870;4643;47,0;1;2,3;97,7;15,1;33,2;35,4;6,2;2,9;6,0;x;x;x;1,1;
A;59;Ostvorpommern;5922;Am Peenestrom;13059101;Wolgast, Stadt;9;9;9870;4643;47,0;2;92;4551;640;1490;1572;371;124;249;9;13;83;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059101;Wolgast, Stadt;9;9;9870;4643;47,0;2;2,0;98,0;14,1;32,7;34,5;8,2;2,7;5,5;0,2;0,3;1,8;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059104;Zemitz;1;1;674;323;47,9;1;6;317;43;120;102;20;8;20;x;x;x;4;
P;59;Ostvorpommern;5922;Am Peenestrom;13059104;Zemitz;1;1;674;323;47,9;1;1,9;98,1;13,6;37,9;32,2;6,3;2,5;6,3;x;x;x;1,3;
A;59;Ostvorpommern;5922;Am Peenestrom;13059104;Zemitz;1;1;674;323;47,9;2;5;318;35;115;93;31;11;19;2;3;9;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059104;Zemitz;1;1;674;323;47,9;2;1,5;98,5;11,0;36,2;29,2;9,7;3,5;6,0;0,6;0,9;2,8;x;
A;59;Ostvorpommern;5922;Am Peenestrom;13059722;Briefwahl Am Peenestrom;1;1;0;1166;0,0;1;11;1155;163;410;362;110;45;34;x;x;x;31;
P;59;Ostvorpommern;5922;Am Peenestrom;13059722;Briefwahl Am Peenestrom;1;1;0;1166;0,0;1;0,9;99,1;14,1;35,5;31,3;9,5;3,9;2,9;x;x;x;2,7;
A;59;Ostvorpommern;5922;Am Peenestrom;13059722;Briefwahl Am Peenestrom;1;1;0;1166;0,0;2;10;1156;142;430;370;110;55;30;1;3;15;x;
P;59;Ostvorpommern;5922;Am Peenestrom;13059722;Briefwahl Am Peenestrom;1;1;0;1166;0,0;2;0,9;99,1;12,3;37,2;32,0;9,5;4,8;2,6;0,1;0,3;1,3;x;
A;59;Ostvorpommern;5925;Usedom-Nord;13059038;Karlshagen;2;2;2740;1343;49,0;1;22;1321;165;389;529;99;41;85;x;x;x;13;
P;59;Ostvorpommern;5925;Usedom-Nord;13059038;Karlshagen;2;2;2740;1343;49,0;1;1,6;98,4;12,5;29,4;40,0;7,5;3,1;6,4;x;x;x;1,0;
A;59;Ostvorpommern;5925;Usedom-Nord;13059038;Karlshagen;2;2;2740;1343;49,0;2;22;1321;163;378;496;126;43;69;1;7;38;x;
P;59;Ostvorpommern;5925;Usedom-Nord;13059038;Karlshagen;2;2;2740;1343;49,0;2;1,6;98,4;12,3;28,6;37,5;9,5;3,3;5,2;0,1;0,5;2,9;x;
A;59;Ostvorpommern;5925;Usedom-Nord;13059063;Mölschow;1;1;699;381;54,5;1;12;369;43;161;89;39;8;25;x;x;x;4;
P;59;Ostvorpommern;5925;Usedom-Nord;13059063;Mölschow;1;1;699;381;54,5;1;3,1;96,9;11,7;43,6;24,1;10,6;2,2;6,8;x;x;x;1,1;
A;59;Ostvorpommern;5925;Usedom-Nord;13059063;Mölschow;1;1;699;381;54,5;2;11;370;40;155;81;49;12;19;0;3;11;x;
P;59;Ostvorpommern;5925;Usedom-Nord;13059063;Mölschow;1;1;699;381;54,5;2;2,9;97,1;10,8;41,9;21,9;13,2;3,2;5,1;0,0;0,8;3,0;x;
A;59;Ostvorpommern;5925;Usedom-Nord;13059075;Peenemünde;1;1;249;138;55,4;1;3;135;6;40;40;21;6;20;x;x;x;2;
P;59;Ostvorpommern;5925;Usedom-Nord;13059075;Peenemünde;1;1;249;138;55,4;1;2,2;97,8;4,4;29,6;29,6;15,6;4,4;14,8;x;x;x;1,5;
A;59;Ostvorpommern;5925;Usedom-Nord;13059075;Peenemünde;1;1;249;138;55,4;2;0;138;8;37;40;29;2;16;0;1;5;x;
P;59;Ostvorpommern;5925;Usedom-Nord;13059075;Peenemünde;1;1;249;138;55,4;2;0,0;100,0;5,8;26,8;29,0;21,0;1,4;11,6;0,0;0,7;3,6;x;
A;59;Ostvorpommern;5925;Usedom-Nord;13059095;Trassenheide;1;1;817;487;59,6;1;6;481;66;178;141;58;6;28;x;x;x;4;
P;59;Ostvorpommern;5925;Usedom-Nord;13059095;Trassenheide;1;1;817;487;59,6;1;1,2;98,8;13,7;37,0;29,3;12,1;1,2;5,8;x;x;x;0,8;
A;59;Ostvorpommern;5925;Usedom-Nord;13059095;Trassenheide;1;1;817;487;59,6;2;4;483;61;165;133;69;9;32;0;1;13;x;
P;59;Ostvorpommern;5925;Usedom-Nord;13059095;Trassenheide;1;1;817;487;59,6;2;0,8;99,2;12,6;34,2;27,5;14,3;1,9;6,6;0,0;0,2;2,7;x;
A;59;Ostvorpommern;5925;Usedom-Nord;13059107;Zinnowitz;2;2;3452;1693;49,0;1;26;1667;195;675;466;149;67;97;x;x;x;18;
P;59;Ostvorpommern;5925;Usedom-Nord;13059107;Zinnowitz;2;2;3452;1693;49,0;1;1,5;98,5;11,7;40,5;28,0;8,9;4,0;5,8;x;x;x;1,1;
A;59;Ostvorpommern;5925;Usedom-Nord;13059107;Zinnowitz;2;2;3452;1693;49,0;2;22;1671;194;641;452;183;71;86;1;8;35;x;
P;59;Ostvorpommern;5925;Usedom-Nord;13059107;Zinnowitz;2;2;3452;1693;49,0;2;1,3;98,7;11,6;38,4;27,0;11,0;4,2;5,1;0,1;0,5;2,1;x;
A;59;Ostvorpommern;5925;Usedom-Nord;13059725;Briefwahl Usedom-Nord;1;1;0;1093;0,0;1;8;1085;155;382;366;70;62;26;x;x;x;24;
P;59;Ostvorpommern;5925;Usedom-Nord;13059725;Briefwahl Usedom-Nord;1;1;0;1093;0,0;1;0,7;99,3;14,3;35,2;33,7;6,5;5,7;2,4;x;x;x;2,2;
A;59;Ostvorpommern;5925;Usedom-Nord;13059725;Briefwahl Usedom-Nord;1;1;0;1093;0,0;2;3;1090;125;390;364;97;64;30;1;3;16;x;
P;59;Ostvorpommern;5925;Usedom-Nord;13059725;Briefwahl Usedom-Nord;1;1;0;1093;0,0;2;0,3;99,7;11,5;35,8;33,4;8,9;5,9;2,8;0,1;0,3;1,5;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059007;Benz;3;3;856;472;55,1;1;14;458;44;207;113;41;10;34;x;x;x;9;
P;59;Ostvorpommern;5926;Usedom-Süd;13059007;Benz;3;3;856;472;55,1;1;3,0;97,0;9,6;45,2;24,7;9,0;2,2;7,4;x;x;x;2,0;
A;59;Ostvorpommern;5926;Usedom-Süd;13059007;Benz;3;3;856;472;55,1;2;6;466;33;210;108;49;22;35;0;1;8;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059007;Benz;3;3;856;472;55,1;2;1,3;98,7;7,1;45,1;23,2;10,5;4,7;7,5;0,0;0,2;1,7;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059017;Dargen;1;1;471;255;54,1;1;6;249;39;94;65;26;6;18;x;x;x;1;
P;59;Ostvorpommern;5926;Usedom-Süd;13059017;Dargen;1;1;471;255;54,1;1;2,4;97,6;15,7;37,8;26,1;10,4;2,4;7,2;x;x;x;0,4;
A;59;Ostvorpommern;5926;Usedom-Süd;13059017;Dargen;1;1;471;255;54,1;2;7;248;24;96;64;31;9;20;1;0;3;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059017;Dargen;1;1;471;255;54,1;2;2,7;97,3;9,7;38,7;25,8;12,5;3,6;8,1;0,4;0,0;1,2;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059022;Garz;1;1;203;96;47,3;1;3;93;13;28;31;5;1;13;x;x;x;2;
P;59;Ostvorpommern;5926;Usedom-Süd;13059022;Garz;1;1;203;96;47,3;1;3,1;96,9;14,0;30,1;33,3;5,4;1,1;14,0;x;x;x;2,2;
A;59;Ostvorpommern;5926;Usedom-Süd;13059022;Garz;1;1;203;96;47,3;2;3;93;12;28;28;6;4;11;0;0;4;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059022;Garz;1;1;203;96;47,3;2;3,1;96,9;12,9;30,1;30,1;6,5;4,3;11,8;0,0;0,0;4,3;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059036;Kamminke;1;1;256;140;54,7;1;2;138;13;56;35;13;7;14;x;x;x;0;
P;59;Ostvorpommern;5926;Usedom-Süd;13059036;Kamminke;1;1;256;140;54,7;1;1,4;98,6;9,4;40,6;25,4;9,4;5,1;10,1;x;x;x;0,0;
A;59;Ostvorpommern;5926;Usedom-Süd;13059036;Kamminke;1;1;256;140;54,7;2;3;137;11;56;36;13;6;13;0;0;2;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059036;Kamminke;1;1;256;140;54,7;2;2,1;97,9;8,0;40,9;26,3;9,5;4,4;9,5;0,0;0,0;1,5;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059043;Korswandt;1;1;498;289;58,0;1;6;283;33;130;68;12;11;24;x;x;x;5;
P;59;Ostvorpommern;5926;Usedom-Süd;13059043;Korswandt;1;1;498;289;58,0;1;2,1;97,9;11,7;45,9;24,0;4,2;3,9;8,5;x;x;x;1,8;
A;59;Ostvorpommern;5926;Usedom-Süd;13059043;Korswandt;1;1;498;289;58,0;2;3;286;33;124;66;26;10;20;0;0;7;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059043;Korswandt;1;1;498;289;58,0;2;1,0;99,0;11,5;43,4;23,1;9,1;3,5;7,0;0,0;0,0;2,4;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059044;Koserow;1;1;1538;786;51,1;1;15;771;111;327;181;66;31;40;x;x;x;15;
P;59;Ostvorpommern;5926;Usedom-Süd;13059044;Koserow;1;1;1538;786;51,1;1;1,9;98,1;14,4;42,4;23,5;8,6;4,0;5,2;x;x;x;1,9;
A;59;Ostvorpommern;5926;Usedom-Süd;13059044;Koserow;1;1;1538;786;51,1;2;8;778;104;326;176;79;38;36;2;3;14;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059044;Koserow;1;1;1538;786;51,1;2;1,0;99,0;13,4;41,9;22,6;10,2;4,9;4,6;0,3;0,4;1,8;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059052;Loddin;1;1;872;536;61,5;1;4;532;70;219;130;54;13;44;x;x;x;2;
P;59;Ostvorpommern;5926;Usedom-Süd;13059052;Loddin;1;1;872;536;61,5;1;0,7;99,3;13,2;41,2;24,4;10,2;2,4;8,3;x;x;x;0,4;
A;59;Ostvorpommern;5926;Usedom-Süd;13059052;Loddin;1;1;872;536;61,5;2;4;532;55;207;124;75;20;39;0;0;12;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059052;Loddin;1;1;872;536;61,5;2;0,7;99,3;10,3;38,9;23,3;14,1;3,8;7,3;0,0;0,0;2,3;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059078;Pudagla;1;1;372;234;62,9;1;7;227;27;79;55;35;11;18;x;x;x;2;
P;59;Ostvorpommern;5926;Usedom-Süd;13059078;Pudagla;1;1;372;234;62,9;1;3,0;97,0;11,9;34,8;24,2;15,4;4,8;7,9;x;x;x;0,9;
A;59;Ostvorpommern;5926;Usedom-Süd;13059078;Pudagla;1;1;372;234;62,9;2;6;228;16;83;67;34;4;17;0;1;6;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059078;Pudagla;1;1;372;234;62,9;2;2,6;97,4;7,0;36,4;29,4;14,9;1,8;7,5;0,0;0,4;2,6;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059081;Rankwitz;1;1;573;290;50,6;1;4;286;27;107;87;23;11;28;x;x;x;3;
P;59;Ostvorpommern;5926;Usedom-Süd;13059081;Rankwitz;1;1;573;290;50,6;1;1,4;98,6;9,4;37,4;30,4;8,0;3,8;9,8;x;x;x;1,0;
A;59;Ostvorpommern;5926;Usedom-Süd;13059081;Rankwitz;1;1;573;290;50,6;2;3;287;32;97;84;33;8;26;1;2;4;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059081;Rankwitz;1;1;573;290;50,6;2;1,0;99,0;11,1;33,8;29,3;11,5;2,8;9,1;0,3;0,7;1,4;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059094;Stolpe auf Usedom;1;1;334;206;61,7;1;1;205;24;91;49;19;9;11;x;x;x;2;
P;59;Ostvorpommern;5926;Usedom-Süd;13059094;Stolpe auf Usedom;1;1;334;206;61,7;1;0,5;99,5;11,7;44,4;23,9;9,3;4,4;5,4;x;x;x;1,0;
A;59;Ostvorpommern;5926;Usedom-Süd;13059094;Stolpe auf Usedom;1;1;334;206;61,7;2;2;204;25;89;46;18;11;12;0;0;3;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059094;Stolpe auf Usedom;1;1;334;206;61,7;2;1,0;99,0;12,3;43,6;22,5;8,8;5,4;5,9;0,0;0,0;1,5;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059096;Ückeritz;1;1;883;559;63,3;1;10;549;95;214;135;46;14;37;x;x;x;8;
P;59;Ostvorpommern;5926;Usedom-Süd;13059096;Ückeritz;1;1;883;559;63,3;1;1,8;98,2;17,3;39,0;24,6;8,4;2,6;6,7;x;x;x;1,5;
A;59;Ostvorpommern;5926;Usedom-Süd;13059096;Ückeritz;1;1;883;559;63,3;2;13;546;82;192;138;67;22;37;0;1;7;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059096;Ückeritz;1;1;883;559;63,3;2;2,3;97,7;15,0;35,2;25,3;12,3;4,0;6,8;0,0;0,2;1,3;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059097;Usedom, Stadt;2;2;1630;784;48,1;1;17;767;118;275;195;71;18;85;x;x;x;5;
P;59;Ostvorpommern;5926;Usedom-Süd;13059097;Usedom, Stadt;2;2;1630;784;48,1;1;2,2;97,8;15,4;35,9;25,4;9,3;2,3;11,1;x;x;x;0,7;
A;59;Ostvorpommern;5926;Usedom-Süd;13059097;Usedom, Stadt;2;2;1630;784;48,1;2;22;762;111;264;176;88;22;85;0;4;12;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059097;Usedom, Stadt;2;2;1630;784;48,1;2;2,8;97,2;14,6;34,6;23,1;11,5;2,9;11,2;0,0;0,5;1,6;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059105;Zempin;1;1;861;428;49,7;1;9;419;45;178;116;38;16;23;x;x;x;3;
P;59;Ostvorpommern;5926;Usedom-Süd;13059105;Zempin;1;1;861;428;49,7;1;2,1;97,9;10,7;42,5;27,7;9,1;3,8;5,5;x;x;x;0,7;
A;59;Ostvorpommern;5926;Usedom-Süd;13059105;Zempin;1;1;861;428;49,7;2;13;415;45;172;104;46;18;21;0;0;9;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059105;Zempin;1;1;861;428;49,7;2;3,0;97,0;10,8;41,4;25,1;11,1;4,3;5,1;0,0;0,0;2,2;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059109;Zirchow;1;1;551;237;43,0;1;9;228;35;101;35;21;4;31;x;x;x;1;
P;59;Ostvorpommern;5926;Usedom-Süd;13059109;Zirchow;1;1;551;237;43,0;1;3,8;96,2;15,4;44,3;15,4;9,2;1,8;13,6;x;x;x;0,4;
A;59;Ostvorpommern;5926;Usedom-Süd;13059109;Zirchow;1;1;551;237;43,0;2;10;227;28;97;33;31;7;24;0;0;7;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059109;Zirchow;1;1;551;237;43,0;2;4,2;95,8;12,3;42,7;14,5;13,7;3,1;10,6;0,0;0,0;3,1;x;
A;59;Ostvorpommern;5926;Usedom-Süd;13059111;Mellenthin;2;2;412;225;54,6;1;4;221;27;105;47;17;7;18;x;x;x;0;
P;59;Ostvorpommern;5926;Usedom-Süd;13059111;Mellenthin;2;2;412;225;54,6;1;1,8;98,2;12,2;47,5;21,3;7,7;3,2;8,1;x;x;x;0,0;
A;59;Ostvorpommern;5926;Usedom-Süd;13059111;Mellenthin;2;2;412;225;54,6;2;6;219;24;100;40;24;7;18;0;3;3;x;
P;59;Ostvorpommern;5926;Usedom-Süd;13059111;Mellenthin;2;2;412;225;54,6;2;2,7;97,3;11,0;45,7;18,3;11,0;3,2;8,2;0,0;1,4;1,4;x;
