Wahl zum Deutschen Bundestag in Mecklenburg-Vorpommern am 26. September 2021
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Beispiel: 13071751 - Briefwahlergebnis der Gemeinden des Amtes Demmin-Land (Amt 5151)
(c) Die Landeswahlleiterin Mecklenburg-Vorpommern

Berechnungsdatum;Ausgabe;Kreis;Kreisname;Wahlkreis;Wahlkreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;Erf. Wahlbezirke;Wahlberechtigte;Wähler;Wahlbeteiligung;Erst-/Zweitstimme;Ungültige Stimmen;Gültige Stimmen;CDU;AfD;DIE LINKE;SPD;FDP;GRÜNE;Tierschutzpartei;NPD;Die PARTEI;FREIE  WÄHLER;MLPD;ÖDP;dieBasis;DKP;Die Humanisten;PIRATEN;Team Todenhöfer;Volt;Einzelbewerber
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071150;Verchen;1;1;331;191;57,7;1;4;187;69;41;19;41;12;4;x;x;x;1;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071150;Verchen;1;1;331;191;57,7;1;2,1;97,9;36,9;21,9;10,2;21,9;6,4;2,1;x;x;x;0,5;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071150;Verchen;1;1;331;191;57,7;2;7;184;59;39;21;37;17;6;2;0;0;1;0;1;1;0;0;0;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071150;Verchen;1;1;331;191;57,7;2;3,7;96,3;32,1;21,2;11,4;20,1;9,2;3,3;1,1;0,0;0,0;0,5;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071157;Warrenzin;1;1;314;140;44,6;1;7;133;31;52;5;28;12;5;x;x;x;0;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071157;Warrenzin;1;1;314;140;44,6;1;5,0;95,0;23,3;39,1;3,8;21,1;9,0;3,8;x;x;x;0,0;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071157;Warrenzin;1;1;314;140;44,6;2;6;134;26;58;6;25;9;3;1;1;0;1;0;0;3;0;0;1;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071157;Warrenzin;1;1;314;140;44,6;2;4,3;95,7;19,4;43,3;4,5;18,7;6,7;2,2;0,7;0,7;0,0;0,7;0,0;0,0;2,2;0,0;0,0;0,7;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071751;Briefwahl Demmin-Land;2;2;0;1240;x;1;20;1220;309;255;132;287;106;84;x;x;x;42;5;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071751;Briefwahl Demmin-Land;2;2;0;1240;x;1;1,6;98,4;25,3;20,9;10,8;23,5;8,7;6,9;x;x;x;3,4;0,4;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071751;Briefwahl Demmin-Land;2;2;0;1240;x;2;16;1224;262;251;120;295;113;83;30;7;7;21;3;2;17;0;0;9;2;2;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5151;Demmin-Land;13071751;Briefwahl Demmin-Land;2;2;0;1240;x;2;1,3;98,7;21,4;20,5;9,8;24,1;9,2;6,8;2,5;0,6;0,6;1,7;0,2;0,2;1,4;0,0;0,0;0,7;0,2;0,2;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071028;Datzetal;2;2;713;393;55,1;1;12;381;72;105;45;98;26;10;8;x;x;10;x;x;7;x;x;x;x;x;0
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071028;Datzetal;2;2;713;393;55,1;1;3,1;96,9;18,9;27,6;11,8;25,7;6,8;2,6;2,1;x;x;2,6;x;x;1,8;x;x;x;x;x;0,0
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071028;Datzetal;2;2;713;393;55,1;2;11;382;78;103;41;94;23;16;4;2;1;14;0;0;4;0;1;0;1;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071028;Datzetal;2;2;713;393;55,1;2;2,8;97,2;20,4;27,0;10,7;24,6;6,0;4,2;1,0;0,5;0,3;3,7;0,0;0,0;1,0;0,0;0,3;0,0;0,3;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071035;Friedland, Stadt;7;7;5369;2244;41,8;1;79;2165;429;649;200;545;133;44;58;x;x;66;x;x;32;x;x;x;x;x;9
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071035;Friedland, Stadt;7;7;5369;2244;41,8;1;3,5;96,5;19,8;30,0;9,2;25,2;6,1;2,0;2,7;x;x;3,0;x;x;1,5;x;x;x;x;x;0,4
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071035;Friedland, Stadt;7;7;5369;2244;41,8;2;68;2176;419;595;200;566;141;51;40;46;10;59;1;2;26;2;0;10;1;7;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071035;Friedland, Stadt;7;7;5369;2244;41,8;2;3,0;97,0;19,3;27,3;9,2;26,0;6,5;2,3;1,8;2,1;0,5;2,7;0,0;0,1;1,2;0,1;0,0;0,5;0,0;0,3;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071037;Galenbeck;3;3;902;428;47,5;1;9;419;96;125;41;87;27;10;11;x;x;14;x;x;5;x;x;x;x;x;3
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071037;Galenbeck;3;3;902;428;47,5;1;2,1;97,9;22,9;29,8;9,8;20,8;6,4;2,4;2,6;x;x;3,3;x;x;1,2;x;x;x;x;x;0,7
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071037;Galenbeck;3;3;902;428;47,5;2;8;420;86;122;43;85;32;17;12;1;3;10;0;1;4;0;2;2;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071037;Galenbeck;3;3;902;428;47,5;2;1,9;98,1;20,5;29,0;10,2;20,2;7,6;4,0;2,9;0,2;0,7;2,4;0,0;0,2;1,0;0,0;0,5;0,5;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071752;Briefwahl Friedland;2;2;0;1499;x;1;16;1483;314;344;189;352;104;66;46;x;x;44;x;x;14;x;x;x;x;x;10
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071752;Briefwahl Friedland;2;2;0;1499;x;1;1,1;98,9;21,2;23,2;12,7;23,7;7,0;4,5;3,1;x;x;3,0;x;x;0,9;x;x;x;x;x;0,7
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071752;Briefwahl Friedland;2;2;0;1499;x;2;10;1489;310;329;176;386;106;62;30;19;11;44;0;2;10;0;1;1;1;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;16;Mecklenburgische Seenplatte I - Vorpommern-Greifswald II;5152;Friedland;13071752;Briefwahl Friedland;2;2;0;1499;x;2;0,7;99,3;20,8;22,1;11,8;25,9;7,1;4,2;2,0;1,3;0,7;3,0;0,0;0,1;0,7;0,0;0,1;0,1;0,1;0,1;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071007;Basedow;1;1;581;305;52,5;1;8;297;64;76;35;69;21;16;x;x;x;16;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071007;Basedow;1;1;581;305;52,5;1;2,6;97,4;21,5;25,6;11,8;23,2;7,1;5,4;x;x;x;5,4;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071007;Basedow;1;1;581;305;52,5;2;7;298;55;73;29;69;23;19;4;1;1;4;0;0;16;0;0;2;1;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071007;Basedow;1;1;581;305;52,5;2;2,3;97,7;18,5;24,5;9,7;23,2;7,7;6,4;1,3;0,3;0,3;1,3;0,0;0,0;5,4;0,0;0,0;0,7;0,3;0,3;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071032;Faulenrost;1;1;549;290;52,8;1;8;282;92;59;24;69;17;12;x;x;x;9;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071032;Faulenrost;1;1;549;290;52,8;1;2,8;97,2;32,6;20,9;8,5;24,5;6,0;4,3;x;x;x;3,2;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071032;Faulenrost;1;1;549;290;52,8;2;10;280;84;55;25;70;21;11;4;2;0;4;0;0;3;0;0;0;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071032;Faulenrost;1;1;549;290;52,8;2;3,4;96,6;30,0;19,6;8,9;25,0;7,5;3,9;1,4;0,7;0,0;1,4;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,4;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071039;Gielow;1;1;905;455;50,3;1;9;446;99;115;47;143;28;6;x;x;x;8;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071039;Gielow;1;1;905;455;50,3;1;2,0;98,0;22,2;25,8;10,5;32,1;6,3;1,3;x;x;x;1,8;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071039;Gielow;1;1;905;455;50,3;2;14;441;96;111;44;140;25;4;2;1;1;3;0;2;11;0;0;1;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071039;Gielow;1;1;905;455;50,3;2;3,1;96,9;21,8;25,2;10,0;31,7;5,7;0,9;0,5;0,2;0,2;0,7;0,0;0,5;2,5;0,0;0,0;0,2;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071084;Kummerow;1;1;482;262;54,4;1;7;255;73;58;22;74;9;5;x;x;x;12;2;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071084;Kummerow;1;1;482;262;54,4;1;2,7;97,3;28,6;22,7;8,6;29,0;3,5;2,0;x;x;x;4,7;0,8;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071084;Kummerow;1;1;482;262;54,4;2;11;251;64;58;24;74;6;6;1;3;2;7;1;1;2;0;1;1;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071084;Kummerow;1;1;482;262;54,4;2;4,2;95,8;25,5;23,1;9,6;29,5;2,4;2,4;0,4;1,2;0,8;2,8;0,4;0,4;0,8;0,0;0,4;0,4;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071092;Malchin, Stadt;5;5;6196;2580;41,6;1;73;2507;475;694;287;776;115;88;x;x;x;67;5;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071092;Malchin, Stadt;5;5;6196;2580;41,6;1;2,8;97,2;18,9;27,7;11,4;31,0;4,6;3,5;x;x;x;2,7;0,2;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071092;Malchin, Stadt;5;5;6196;2580;41,6;2;82;2498;401;676;274;781;133;86;19;19;9;55;3;4;24;4;2;6;1;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071092;Malchin, Stadt;5;5;6196;2580;41,6;2;3,2;96,8;16,1;27,1;11,0;31,3;5,3;3,4;0,8;0,8;0,4;2,2;0,1;0,2;1,0;0,2;0,1;0,2;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071109;Neukalen, Peenestadt;2;2;1487;794;53,4;1;12;782;271;205;49;156;60;25;x;x;x;16;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071109;Neukalen, Peenestadt;2;2;1487;794;53,4;1;1,5;98,5;34,7;26,2;6,3;19,9;7,7;3,2;x;x;x;2,0;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071109;Neukalen, Peenestadt;2;2;1487;794;53,4;2;17;777;247;204;42;163;52;20;19;3;3;10;0;0;10;0;1;2;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071109;Neukalen, Peenestadt;2;2;1487;794;53,4;2;2,1;97,9;31,8;26,3;5,4;21,0;6,7;2,6;2,4;0,4;0,4;1,3;0,0;0,0;1,3;0,0;0,1;0,3;0,0;0,1;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071753;Briefwahl Malchin am Kummerower See;4;4;0;2277;x;1;26;2251;552;360;276;731;131;99;x;x;x;91;11;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071753;Briefwahl Malchin am Kummerower See;4;4;0;2277;x;1;1,1;98,9;24,5;16,0;12,3;32,5;5,8;4,4;x;x;x;4,0;0,5;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071753;Briefwahl Malchin am Kummerower See;4;4;0;2277;x;2;22;2255;487;347;278;724;160;105;31;8;8;59;3;2;30;1;2;6;1;3;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5153;Malchin am Kummerower See;13071753;Briefwahl Malchin am Kummerower See;4;4;0;2277;x;2;1,0;99,0;21,6;15,4;12,3;32,1;7,1;4,7;1,4;0,4;0,4;2,6;0,1;0,1;1,3;0,0;0,1;0,3;0,0;0,1;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071001;Alt Schwerin;1;1;488;236;48,4;1;4;232;50;59;14;71;17;14;x;x;x;4;3;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071001;Alt Schwerin;1;1;488;236;48,4;1;1,7;98,3;21,6;25,4;6,0;30,6;7,3;6,0;x;x;x;1,7;1,3;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071001;Alt Schwerin;1;1;488;236;48,4;2;2;234;42;59;16;74;15;7;10;5;1;1;1;0;3;0;0;0;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071001;Alt Schwerin;1;1;488;236;48,4;2;0,8;99,2;17,9;25,2;6,8;31,6;6,4;3,0;4,3;2,1;0,4;0,4;0,4;0,0;1,3;0,0;0,0;0,0;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071036;Fünfseen;2;2;896;463;51,7;1;8;455;89;100;43;147;44;10;x;x;x;19;3;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071036;Fünfseen;2;2;896;463;51,7;1;1,7;98,3;19,6;22,0;9,5;32,3;9,7;2,2;x;x;x;4,2;0,7;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071036;Fünfseen;2;2;896;463;51,7;2;7;456;84;100;40;138;42;12;7;3;1;11;2;0;12;0;3;0;1;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071036;Fünfseen;2;2;896;463;51,7;2;1,5;98,5;18,4;21,9;8,8;30,3;9,2;2,6;1,5;0,7;0,2;2,4;0,4;0,0;2,6;0,0;0,7;0,0;0,2;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071043;Göhren-Lebbin;1;1;470;224;47,7;1;5;219;57;52;26;48;19;9;x;x;x;6;2;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071043;Göhren-Lebbin;1;1;470;224;47,7;1;2,2;97,8;26,0;23,7;11,9;21,9;8,7;4,1;x;x;x;2,7;0,9;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071043;Göhren-Lebbin;1;1;470;224;47,7;2;7;217;49;53;22;51;22;9;2;2;1;4;0;0;0;0;0;1;0;1;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071043;Göhren-Lebbin;1;1;470;224;47,7;2;3,1;96,9;22,6;24,4;10,1;23,5;10,1;4,1;0,9;0,9;0,5;1,8;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,5;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071093;Malchow, Inselstadt;5;5;5438;2641;48,6;1;65;2576;465;636;234;839;193;137;x;x;x;62;10;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071093;Malchow, Inselstadt;5;5;5438;2641;48,6;1;2,5;97,5;18,1;24,7;9,1;32,6;7,5;5,3;x;x;x;2,4;0,4;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071093;Malchow, Inselstadt;5;5;5438;2641;48,6;2;72;2569;408;623;238;793;200;125;60;23;6;36;6;1;30;2;6;4;5;3;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071093;Malchow, Inselstadt;5;5;5438;2641;48,6;2;2,7;97,3;15,9;24,3;9,3;30,9;7,8;4,9;2,3;0,9;0,2;1,4;0,2;0,0;1,2;0,1;0,2;0,2;0,2;0,1;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071113;Nossentiner Hütte;1;1;545;285;52,3;1;8;277;42;86;28;77;23;9;x;x;x;11;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071113;Nossentiner Hütte;1;1;545;285;52,3;1;2,8;97,2;15,2;31,0;10,1;27,8;8,3;3,2;x;x;x;4,0;0,4;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071113;Nossentiner Hütte;1;1;545;285;52,3;2;5;280;43;78;26;79;18;8;3;2;5;8;0;2;6;0;0;1;1;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071113;Nossentiner Hütte;1;1;545;285;52,3;2;1,8;98,2;15,4;27,9;9,3;28,2;6,4;2,9;1,1;0,7;1,8;2,9;0,0;0,7;2,1;0,0;0,0;0,4;0,4;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071114;Penkow;1;1;229;122;53,3;1;1;121;24;21;15;36;18;3;x;x;x;4;0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071114;Penkow;1;1;229;122;53,3;1;0,8;99,2;19,8;17,4;12,4;29,8;14,9;2,5;x;x;x;3,3;0,0;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071114;Penkow;1;1;229;122;53,3;2;1;121;21;23;11;34;18;3;1;0;1;1;0;0;6;0;0;2;0;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071114;Penkow;1;1;229;122;53,3;2;0,8;99,2;17,4;19,0;9,1;28,1;14,9;2,5;0,8;0,0;0,8;0,8;0,0;0,0;5,0;0,0;0,0;1,7;0,0;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071138;Silz;1;1;306;156;51,0;1;5;151;35;29;11;46;18;6;x;x;x;5;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071138;Silz;1;1;306;156;51,0;1;3,2;96,8;23,2;19,2;7,3;30,5;11,9;4,0;x;x;x;3,3;0,7;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071138;Silz;1;1;306;156;51,0;2;5;151;27;29;12;44;19;5;1;1;0;5;2;0;4;0;0;1;1;0;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071138;Silz;1;1;306;156;51,0;2;3,2;96,8;17,9;19,2;7,9;29,1;12,6;3,3;0,7;0,7;0,0;3,3;1,3;0,0;2,6;0,0;0,0;0,7;0,7;0,0;x
11.10.2021 09:29:16;A;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071155;Walow;1;1;402;202;50,2;1;3;199;37;45;30;59;12;6;x;x;x;9;1;x;x;x;x;x;x;x;x
11.10.2021 09:29:16;P;71;Mecklenburgische Seenplatte;17;Mecklenburgische Seenplatte II - Landkreis Rostock III;5154;Malchow;13071155;Walow;1;1;402;202;50,2;1;1,5;98,5;18,6;22,6;15,1;29,6;6,0;3,0;x;x;x;4,5;0,5;x;x;x;x;x;x;x;x
