Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 22. September 2002;;;;;;;;;;;;;;;;;;;;;;;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;;;;;;;;;;;;;;;;;;;;;;;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);;;;;;;;;;;;;;;;;;;;;;;
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;PDS;GRÜNE;FDP;NPD;REP;Schill;Einzelbewerber
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051002;Alt Bukow;1;1;445;314;70,6;2;4,5;95,5;46;36,3;11;1;3;0,3;0;2,3;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051007;Bastorf;1;1;864;521;60,3;1;12;509;224;154;73;20;21;x;x;17;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051007;Bastorf;1;1;864;521;60,3;1;2,3;97,7;44;30,3;14,3;3,9;4,1;x;x;3,3;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051007;Bastorf;1;1;864;521;60,3;2;8;513;204;137;83;27;38;3;3;18;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051007;Bastorf;1;1;864;521;60,3;2;1,5;98,5;39,8;26,7;16,2;5,3;7,4;0,6;0,6;3,5;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;1;1;814;490;60,2;1;17;473;237;118;76;16;19;x;x;7;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;1;1;814;490;60,2;1;3,5;96,5;50,1;24,9;16,1;3,4;4;x;x;1,5;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;1;1;814;490;60,2;2;8;482;221;121;96;16;18;2;1;7;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;1;1;814;490;60,2;2;1,6;98,4;45,9;25,1;19,9;3,3;3,7;0,4;0,2;1,5;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051031;Kamin;1;1;207;151;72,9;1;6;145;56;46;28;5;3;x;x;7;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051031;Kamin;1;1;207;151;72,9;1;4;96;38,6;31,7;19,3;3,4;2,1;x;x;4,8;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051031;Kamin;1;1;207;151;72,9;2;3;148;60;45;25;1;3;4;3;7;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051031;Kamin;1;1;207;151;72,9;2;2;98;40,5;30,4;16,9;0,7;2;2,7;2;4,7;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;283;182;64,3;1;8;174;88;38;30;5;9;x;x;4;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;283;182;64,3;1;4,4;95,6;50,6;21,8;17,2;2,9;5,2;x;x;2,3;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;283;182;64,3;2;8;174;85;39;29;6;10;1;3;1;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;283;182;64,3;2;4,4;95,6;48,9;22,4;16,7;3,4;5,7;0,6;1,7;0,6;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051039;Krempin;1;1;184;146;79,3;1;4;142;53;53;25;3;6;x;x;2;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051039;Krempin;1;1;184;146;79,3;1;2,7;97,3;37,3;37,3;17,6;2,1;4,2;x;x;1,4;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051039;Krempin;1;1;184;146;79,3;2;8;138;47;55;26;3;6;0;0;1;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051039;Krempin;1;1;184;146;79,3;2;5,5;94,5;34,1;39,9;18,8;2,2;4,3;0;0;0,7;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051052;Pepelow;1;1;183;119;65;1;4;115;41;51;11;5;4;x;x;3;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051052;Pepelow;1;1;183;119;65;1;3,4;96,6;35,7;44,3;9,6;4,3;3,5;x;x;2,6;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051052;Pepelow;1;1;183;119;65;2;3;116;38;47;13;6;9;0;1;2;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051052;Pepelow;1;1;183;119;65;2;2,5;97,5;32,8;40,5;11,2;5,2;7,8;0;0,9;1,7;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051057;Rakow;1;1;223;154;69,1;1;7;147;87;39;11;2;7;x;x;1;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051057;Rakow;1;1;223;154;69,1;1;4,5;95,5;59,2;26,5;7,5;1,4;4,8;x;x;0,7;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051057;Rakow;1;1;223;154;69,1;2;9;145;79;35;17;3;9;2;0;0;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051057;Rakow;1;1;223;154;69,1;2;5,8;94,2;54,5;24,1;11,7;2,1;6,2;1,4;0;0;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051058;Ravensberg;1;1;254;155;61;1;3;152;82;44;19;2;4;x;x;1;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051058;Ravensberg;1;1;254;155;61;1;1,9;98,1;53,9;28,9;12,5;1,3;2,6;x;x;0,7;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051058;Ravensberg;1;1;254;155;61;2;3;152;80;42;18;3;7;0;0;2;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051058;Ravensberg;1;1;254;155;61;2;1,9;98,1;52,6;27,6;11,8;2;4,6;0;0;1,3;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1958;1327;67,8;1;35;1292;648;347;173;34;76;x;x;14;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1958;1327;67,8;1;2,6;97,4;50,2;26,9;13,4;2,6;5,9;x;x;1,1;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1958;1327;67,8;2;27;1300;615;349;188;51;78;7;2;10;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1958;1327;67,8;2;2;98;47,3;26,8;14,5;3,9;6;0,5;0,2;0,8;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051081;Westenbrügge;1;1;203;133;65,5;1;0;133;58;39;28;0;8;x;x;0;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051081;Westenbrügge;1;1;203;133;65,5;1;0;100;43,6;29,3;21,1;0;6;x;x;0;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051081;Westenbrügge;1;1;203;133;65,5;2;3;130;52;37;27;1;10;2;0;1;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051081;Westenbrügge;1;1;203;133;65,5;2;2,3;97,7;40;28,5;20,8;0,8;7,7;1,5;0;0,8;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;261;0;1;2;259;106;73;33;22;17;x;x;8;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;261;0;1;0,8;99,2;40,9;28,2;12,7;8,5;6,6;x;x;3,1;x
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;261;0;2;1;260;105;69;40;20;18;4;1;3;x
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;261;0;2;0,4;99,6;40,4;26,5;15,4;7,7;6,9;1,5;0,4;1,2;x
A;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;2;2;1814;1226;67,6;1;27;1199;554;347;177;26;76;x;x;19;x
P;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;2;2;1814;1226;67,6;1;2,2;97,8;46,2;28,9;14,8;2,2;6,3;x;x;1,6;x
A;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;2;2;1814;1226;67,6;2;20;1206;547;338;171;32;89;5;2;22;x
P;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;2;2;1814;1226;67,6;2;1,6;98,4;45,4;28;14,2;2,7;7,4;0,4;0,2;1,8;x
A;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;702;444;63,2;1;17;427;185;137;64;11;29;x;x;1;x
P;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;702;444;63,2;1;3,8;96,2;43,3;32,1;15;2,6;6,8;x;x;0,2;x
A;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;702;444;63,2;2;18;426;182;133;64;16;28;1;0;2;x
P;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;702;444;63,2;2;4,1;95,9;42,7;31,2;15;3,8;6,6;0,2;0;0,5;x
A;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;2;2;1494;874;58,5;1;42;832;374;230;140;29;41;x;x;18;x
P;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;2;2;1494;874;58,5;1;4,8;95,2;45;27,6;16,8;3,5;4,9;x;x;2,2;x
A;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;2;2;1494;874;58,5;2;27;847;375;230;146;23;45;9;2;17;x
P;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;2;2;1494;874;58,5;2;3,1;96,9;44,3;27,2;17,2;2,7;5,3;1,1;0,2;2;x
A;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;825;593;71,9;1;18;575;255;153;92;21;44;x;x;10;x
P;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;825;593;71,9;1;3;97;44,3;26,6;16;3,7;7,7;x;x;1,7;x
A;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;825;593;71,9;2;15;578;256;149;101;20;38;11;0;3;x
P;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;825;593;71,9;2;2,5;97,5;44,3;25,8;17,5;3,5;6,6;1,9;0;0,5;x
A;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;2;2;1824;1177;64,5;1;30;1147;529;296;190;31;76;x;x;25;x
P;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;2;2;1824;1177;64,5;1;2,5;97,5;46,1;25,8;16,6;2,7;6,6;x;x;2,2;x
A;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;2;2;1824;1177;64,5;2;21;1156;503;298;198;41;84;11;3;18;x
P;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;2;2;1824;1177;64,5;2;1,8;98,2;43,5;25,8;17,1;3,5;7,3;1;0,3;1,6;x
A;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;399;0;1;1;398;141;121;84;25;22;x;x;5;x
P;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;399;0;1;0,3;99,7;35,4;30,4;21,1;6,3;5,5;x;x;1,3;x
A;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;399;0;2;1;398;153;121;82;20;17;1;1;3;x
P;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;399;0;2;0,3;99,7;38,4;30,4;20,6;5;4,3;0,3;0,3;0,8;x
A;51;Bad Doberan;5117;Satow;13051012;Bölkow;2;2;875;609;69,6;1;18;591;257;146;146;11;19;x;x;12;x
P;51;Bad Doberan;5117;Satow;13051012;Bölkow;2;2;875;609;69,6;1;3;97;43,5;24,7;24,7;1,9;3,2;x;x;2;x
A;51;Bad Doberan;5117;Satow;13051012;Bölkow;2;2;875;609;69,6;2;23;586;243;138;152;16;21;8;0;8;x
P;51;Bad Doberan;5117;Satow;13051012;Bölkow;2;2;875;609;69,6;2;3,8;96,2;41,5;23,5;25,9;2,7;3,6;1,4;0;1,4;x
A;51;Bad Doberan;5117;Satow;13051026;Hanstorf;1;1;901;620;68,8;1;22;598;316;143;93;14;25;x;x;7;x
P;51;Bad Doberan;5117;Satow;13051026;Hanstorf;1;1;901;620;68,8;1;3,5;96,5;52,8;23,9;15,6;2,3;4,2;x;x;1,2;x
A;51;Bad Doberan;5117;Satow;13051026;Hanstorf;1;1;901;620;68,8;2;17;603;283;133;104;25;44;1;2;11;x
P;51;Bad Doberan;5117;Satow;13051026;Hanstorf;1;1;901;620;68,8;2;2,7;97,3;46,9;22,1;17,2;4,1;7,3;0,2;0,3;1,8;x
A;51;Bad Doberan;5117;Satow;13051027;Heiligenhagen;1;1;704;515;73,2;1;12;503;235;140;77;6;38;x;x;7;x
P;51;Bad Doberan;5117;Satow;13051027;Heiligenhagen;1;1;704;515;73,2;1;2,3;97,7;46,7;27,8;15,3;1,2;7,6;x;x;1,4;x
A;51;Bad Doberan;5117;Satow;13051027;Heiligenhagen;1;1;704;515;73,2;2;10;505;237;133;76;12;34;1;1;11;x
P;51;Bad Doberan;5117;Satow;13051027;Heiligenhagen;1;1;704;515;73,2;2;1,9;98,1;46,9;26,3;15;2,4;6,7;0,2;0,2;2,2;x
A;51;Bad Doberan;5117;Satow;13051056;Radegast;1;1;405;272;67,2;1;16;256;115;83;40;4;9;x;x;5;x
P;51;Bad Doberan;5117;Satow;13051056;Radegast;1;1;405;272;67,2;1;5,9;94,1;44,9;32,4;15,6;1,6;3,5;x;x;2;x
A;51;Bad Doberan;5117;Satow;13051056;Radegast;1;1;405;272;67,2;2;11;261;107;84;43;7;12;4;0;4;x
P;51;Bad Doberan;5117;Satow;13051056;Radegast;1;1;405;272;67,2;2;4;96;41;32,2;16,5;2,7;4,6;1,5;0;1,5;x
A;51;Bad Doberan;5117;Satow;13051060;Reinshagen;1;1;331;206;62,2;1;5;201;86;54;35;4;18;x;x;4;x
P;51;Bad Doberan;5117;Satow;13051060;Reinshagen;1;1;331;206;62,2;1;2,4;97,6;42,8;26,9;17,4;2;9;x;x;2;x
A;51;Bad Doberan;5117;Satow;13051060;Reinshagen;1;1;331;206;62,2;2;2;204;81;56;38;4;17;1;0;7;x
P;51;Bad Doberan;5117;Satow;13051060;Reinshagen;1;1;331;206;62,2;2;1;99;39,7;27,5;18,6;2;8,3;0,5;0;3,4;x
A;51;Bad Doberan;5117;Satow;13051069;Satow;2;2;1621;1061;65,5;1;32;1029;427;387;125;21;58;x;x;11;x
P;51;Bad Doberan;5117;Satow;13051069;Satow;2;2;1621;1061;65,5;1;3;97;41,5;37,6;12,1;2;5,6;x;x;1,1;x
A;51;Bad Doberan;5117;Satow;13051069;Satow;2;2;1621;1061;65,5;2;24;1037;400;384;140;24;65;11;2;11;x
P;51;Bad Doberan;5117;Satow;13051069;Satow;2;2;1621;1061;65,5;2;2,3;97,7;38,6;37;13,5;2,3;6,3;1,1;0,2;1,1;x
A;51;Bad Doberan;5117;Satow;13051717;Briefwahl Satow;1;1;0;293;0;1;4;289;116;91;50;12;17;x;x;3;x
P;51;Bad Doberan;5117;Satow;13051717;Briefwahl Satow;1;1;0;293;0;1;1,4;98,6;40,1;31,5;17,3;4,2;5,9;x;x;1;x
A;51;Bad Doberan;5117;Satow;13051717;Briefwahl Satow;1;1;0;293;0;2;5;288;115;88;49;13;21;0;0;2;x
P;51;Bad Doberan;5117;Satow;13051717;Briefwahl Satow;1;1;0;293;0;2;1,7;98,3;39,9;30,6;17;4,5;7,3;0;0;0,7;x
A;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;323;221;68,4;1;6;215;109;51;29;7;15;x;x;4;x
P;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;323;221;68,4;1;2,7;97,3;50,7;23,7;13,5;3,3;7;x;x;1,9;x
A;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;323;221;68,4;2;4;217;105;50;36;8;14;3;0;1;x
P;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;323;221;68,4;2;1,8;98,2;48,4;23;16,6;3,7;6,5;1,4;0;0,5;x
A;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;382;251;65,7;1;4;247;105;88;29;7;16;x;x;2;x
P;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;382;251;65,7;1;1,6;98,4;42,5;35,6;11,7;2,8;6,5;x;x;0,8;x
A;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;382;251;65,7;2;4;247;102;90;29;9;13;2;1;1;x
P;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;382;251;65,7;2;1,6;98,4;41,3;36,4;11,7;3,6;5,3;0,8;0,4;0,4;x
A;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;325;230;70,8;1;7;223;110;55;37;4;15;x;x;2;x
P;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;325;230;70,8;1;3;97;49,3;24,7;16,6;1,8;6,7;x;x;0,9;x
A;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;325;230;70,8;2;9;221;102;52;37;8;14;1;3;4;x
P;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;325;230;70,8;2;3,9;96,1;46,2;23,5;16,7;3,6;6,3;0,5;1,4;1,8;x
A;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;274;200;73;1;7;193;87;48;24;12;18;x;x;4;x
P;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;274;200;73;1;3,5;96,5;45,1;24,9;12,4;6,2;9,3;x;x;2,1;x
A;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;274;200;73;2;7;193;79;50;25;15;17;2;2;3;x
P;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;274;200;73;2;3,5;96,5;40,9;25,9;13;7,8;8,8;1;1;1,6;x
A;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4531;2751;60,7;1;73;2678;1194;885;360;71;124;x;x;44;x
P;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4531;2751;60,7;1;2,7;97,3;44,6;33;13,4;2,7;4,6;x;x;1,6;x
A;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4531;2751;60,7;2;77;2674;1123;863;379;95;137;24;9;44;x
P;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4531;2751;60,7;2;2,8;97,2;42;32,3;14,2;3,6;5,1;0,9;0,3;1,6;x
A;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;267;167;62,5;1;4;163;66;49;28;6;11;x;x;3;x
P;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;267;167;62,5;1;2,4;97,6;40,5;30,1;17,2;3,7;6,7;x;x;1,8;x
A;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;267;167;62,5;2;5;162;64;47;30;2;16;0;0;3;x
P;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;267;167;62,5;2;3;97;39,5;29;18,5;1,2;9,9;0;0;1,9;x
A;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;617;385;62,4;1;11;374;172;106;53;12;27;x;x;4;x
P;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;617;385;62,4;1;2,9;97,1;46;28,3;14,2;3,2;7,2;x;x;1,1;x
A;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;617;385;62,4;2;14;371;160;110;53;15;26;2;1;4;x
P;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;617;385;62,4;2;3,6;96,4;43,1;29,6;14,3;4;7;0,5;0,3;1,1;x
A;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;502;0;1;8;494;211;157;63;21;36;x;x;6;x
P;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;502;0;1;1,6;98,4;42,7;31,8;12,8;4,3;7,3;x;x;1,2;x
A;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;502;0;2;5;497;200;151;72;25;36;4;2;7;x
P;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;502;0;2;1;99;40,2;30,4;14,5;5;7,2;0,8;0,4;1,4;x
A;51;Bad Doberan;5119;Tessin-Land;13051016;Cammin;1;1;632;426;67,4;1;7;419;144;128;103;18;19;x;x;7;x
P;51;Bad Doberan;5119;Tessin-Land;13051016;Cammin;1;1;632;426;67,4;1;1,6;98,4;34,4;30,5;24,6;4,3;4,5;x;x;1,7;x
A;51;Bad Doberan;5119;Tessin-Land;13051016;Cammin;1;1;632;426;67,4;2;9;417;148;122;95;20;20;5;0;7;x
P;51;Bad Doberan;5119;Tessin-Land;13051016;Cammin;1;1;632;426;67,4;2;2,1;97,9;35,5;29,3;22,8;4,8;4,8;1,2;0;1,7;x
A;51;Bad Doberan;5119;Tessin-Land;13051021;Gnewitz;1;1;174;117;67,2;1;7;110;40;42;21;1;4;x;x;2;x
P;51;Bad Doberan;5119;Tessin-Land;13051021;Gnewitz;1;1;174;117;67,2;1;6;94;36,4;38,2;19,1;0,9;3,6;x;x;1,8;x
A;51;Bad Doberan;5119;Tessin-Land;13051021;Gnewitz;1;1;174;117;67,2;2;6;111;36;43;20;3;4;1;1;3;x
P;51;Bad Doberan;5119;Tessin-Land;13051021;Gnewitz;1;1;174;117;67,2;2;5,1;94,9;32,4;38,7;18;2,7;3,6;0,9;0,9;2,7;x
A;51;Bad Doberan;5119;Tessin-Land;13051023;Grammow;1;1;155;108;69,7;1;5;103;31;38;21;0;12;x;x;1;x
P;51;Bad Doberan;5119;Tessin-Land;13051023;Grammow;1;1;155;108;69,7;1;4,6;95,4;30,1;36,9;20,4;0;11,7;x;x;1;x
A;51;Bad Doberan;5119;Tessin-Land;13051023;Grammow;1;1;155;108;69,7;2;4;104;31;40;19;0;7;2;3;2;x
P;51;Bad Doberan;5119;Tessin-Land;13051023;Grammow;1;1;155;108;69,7;2;3,7;96,3;29,8;38,5;18,3;0;6,7;1,9;2,9;1,9;x
A;51;Bad Doberan;5119;Tessin-Land;13051050;Nustrow;1;1;134;103;76,9;1;3;100;41;32;17;0;10;x;x;0;x
P;51;Bad Doberan;5119;Tessin-Land;13051050;Nustrow;1;1;134;103;76,9;1;2,9;97,1;41;32;17;0;10;x;x;0;x
A;51;Bad Doberan;5119;Tessin-Land;13051050;Nustrow;1;1;134;103;76,9;2;1;102;42;31;17;0;12;0;0;0;x
P;51;Bad Doberan;5119;Tessin-Land;13051050;Nustrow;1;1;134;103;76,9;2;1;99;41,2;30,4;16,7;0;11,8;0;0;0;x
A;51;Bad Doberan;5119;Tessin-Land;13051072;Selpin;1;1;434;267;61,5;1;13;254;104;102;26;6;11;x;x;5;x
P;51;Bad Doberan;5119;Tessin-Land;13051072;Selpin;1;1;434;267;61,5;1;4,9;95,1;40,9;40,2;10,2;2,4;4,3;x;x;2;x
A;51;Bad Doberan;5119;Tessin-Land;13051072;Selpin;1;1;434;267;61,5;2;6;261;102;102;27;4;12;3;4;7;x
P;51;Bad Doberan;5119;Tessin-Land;13051072;Selpin;1;1;434;267;61,5;2;2,2;97,8;39,1;39,1;10,3;1,5;4,6;1,1;1,5;2,7;x
A;51;Bad Doberan;5119;Tessin-Land;13051076;Stubbendorf;1;1;109;84;77,1;1;1;83;45;26;6;2;3;x;x;1;x
P;51;Bad Doberan;5119;Tessin-Land;13051076;Stubbendorf;1;1;109;84;77,1;1;1,2;98,8;54,2;31,3;7,2;2,4;3,6;x;x;1,2;x
A;51;Bad Doberan;5119;Tessin-Land;13051076;Stubbendorf;1;1;109;84;77,1;2;0;84;45;27;6;2;3;1;0;0;x
P;51;Bad Doberan;5119;Tessin-Land;13051076;Stubbendorf;1;1;109;84;77,1;2;0;100;53,6;32,1;7,1;2,4;3,6;1,2;0;0;x
A;51;Bad Doberan;5119;Tessin-Land;13051078;Thelkow;2;2;402;261;64,9;1;10;251;92;93;41;8;10;x;x;7;x
P;51;Bad Doberan;5119;Tessin-Land;13051078;Thelkow;2;2;402;261;64,9;1;3,8;96,2;36,7;37,1;16,3;3,2;4;x;x;2,8;x
A;51;Bad Doberan;5119;Tessin-Land;13051078;Thelkow;2;2;402;261;64,9;2;11;250;82;97;42;12;8;5;0;4;x
P;51;Bad Doberan;5119;Tessin-Land;13051078;Thelkow;2;2;402;261;64,9;2;4,2;95,8;32,8;38,8;16,8;4,8;3,2;2;0;1,6;x
A;51;Bad Doberan;5119;Tessin-Land;13051084;Zarnewanz;1;1;335;229;68,4;1;9;220;93;83;26;3;13;x;x;2;x
P;51;Bad Doberan;5119;Tessin-Land;13051084;Zarnewanz;1;1;335;229;68,4;1;3,9;96,1;42,3;37,7;11,8;1,4;5,9;x;x;0,9;x
A;51;Bad Doberan;5119;Tessin-Land;13051084;Zarnewanz;1;1;335;229;68,4;2;8;221;89;85;26;7;11;2;0;1;x
P;51;Bad Doberan;5119;Tessin-Land;13051084;Zarnewanz;1;1;335;229;68,4;2;3,5;96,5;40,3;38,5;11,8;3,2;5;0,9;0;0,5;x
A;51;Bad Doberan;5119;Tessin-Land;13051719;Briefwahl Tessin-Land;1;1;0;96;0;1;0;96;31;39;17;1;7;x;x;1;x
P;51;Bad Doberan;5119;Tessin-Land;13051719;Briefwahl Tessin-Land;1;1;0;96;0;1;0;100;32,3;40,6;17,7;1;7,3;x;x;1;x
A;51;Bad Doberan;5119;Tessin-Land;13051719;Briefwahl Tessin-Land;1;1;0;96;0;2;0;96;26;37;19;4;9;0;0;1;x
P;51;Bad Doberan;5119;Tessin-Land;13051719;Briefwahl Tessin-Land;1;1;0;96;0;2;0;100;27,1;38,5;19,8;4,2;9,4;0;0;1;x
A;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;502;327;65,1;1;4;323;153;79;51;8;25;x;x;7;x
P;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;502;327;65,1;1;1,2;98,8;47,4;24,5;15,8;2,5;7,7;x;x;2,2;x
A;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;502;327;65,1;2;7;320;142;80;47;10;28;3;0;10;x
P;51;Bad Doberan;5120;Warnow-Ost;13051017;Damm;1;1;502;327;65,1;2;2,1;97,9;44,4;25;14,7;3,1;8,8;0,9;0;3,1;x
A;51;Bad Doberan;5120;Warnow-Ost;13051018;Dummerstorf;4;4;1993;1313;65,9;1;35;1278;602;332;206;32;77;x;x;29;x
P;51;Bad Doberan;5120;Warnow-Ost;13051018;Dummerstorf;4;4;1993;1313;65,9;1;2,7;97,3;47,1;26;16,1;2,5;6;x;x;2,3;x
A;51;Bad Doberan;5120;Warnow-Ost;13051018;Dummerstorf;4;4;1993;1313;65,9;2;25;1288;575;334;218;46;77;8;2;28;x
